Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
Best Deal:,Studio,1,355 sqft,8500,"Edge Creekside Hotel, Riggat Al Buteen, Deira, Dubai",Hotel Apartment,25.2589953,55.32189049999999
1Br Apartment In Barsha Near Mall Of Emirates,Studio,1,355 sqft,8500,"Edge Creekside Hotel, Riggat Al Buteen, Deira, Dubai",Hotel Apartment,25.2589953,55.32189049999999
Luxury 1-Bedroom Apartment With Skyline Views In Downtown Dubai,Studio,1,325 sqft,8500,"Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.06767,55.1388359
Flash Sale: 1Bh Apartment? All Bilss Included,Studio,1,533 sqft,8500,"Bermuda Views, Dubai Sports City, Dubai",Apartment,25.0313303,55.2233102
Huge Modern Two Br Apt |  Boulevard Point,Studio,1,364 sqft,8500,"Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Apartment,25.2089375,55.3153125
Best Deal:,Studio,1,355 sqft,8500,"Edge Creekside Hotel, Riggat Al Buteen, Deira, Dubai",Hotel Apartment,25.2589953,55.32189049999999
Beautiful Skyline View | Tranquil | Sleeps 3,Studio,1,475 sqft,8500,"Avanti Tower, Business Bay, Dubai",Apartment,25.1766978,55.27113139999999
Best Price Ll Spacious || Premium Furnished,1,2,"1,073 sqft",8500,"Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.062582,55.199362
Amazingly Furnished Studio,1,1,"1,004 sqft",8500,"European, Canal Residence West, Dubai Sports City, Dubai",Apartment,25.0381534,55.2210473
Best Rate | Comfortable Studio | Resort By Danube,1,1,622 sqft,8500,"MAG 520, MAG 5 Boulevard, Dubai South, Dubai",Apartment,24.9512346,55.2300507
Spacious | Fully Furnished | All Bills Included,1,2,793 sqft,8500,"Axis 2, Axis Residences, Dubai Silicon Oasis (DSO), Dubai",Apartment,25.1267128,55.4042965
Best Offer! 3 Br + Maid Villa In Camelia Villa,Studio,1,560 sqft,8500,"Dubailand, Dubai",Hotel Apartment,25.261869,55.315563
Fully Upgraded 1Br | Gorgeous Marina View,Studio,1,652 sqft,8500,"Al Jaddaf, Dubai",Apartment,25.216757,55.3309395
Beautiful 1Br | Marina Views,1,2,743 sqft,8500,"La Vista Residence 3, La Vista Residence, Dubai Silicon Oasis (DSO), Dubai",Apartment,25.1188494,55.39342449999999
Beachfront View | High Floor | All Inclusive,1,1,543 sqft,8500,"The Bridge, Dubai Sports City, Dubai",Apartment,25.0429674,55.22164919999999
"Standard Two Bed Room Apartment, Near Marina Mall, City View. Fully Furnished, Serviced Apt - Monthly",Studio,1,550 sqft,8500,"The Icon Casa, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0617417,55.2123317
"Spacious 1 Bedroom In Orchid A, Damac Hills",Studio,1,535 sqft,8500,"Lavender 1, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0528564,55.2141574
Pleasant 3Br Townhouse At Damac Hills 2 Dubailand By Deluxe Holiday Homes,Studio,1,375 sqft,8500,"Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.066708,55.141881
Spectacular Marina-View Retreat 2Br Address Jbr,1,2,899 sqft,8500,"Fortunato, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0617417,55.2123317
"One Bedroom Apartment In Marina With All Bills, Taxes, Cleaning And Parking",1,1,678 sqft,8500,"Airport Road Area, Al Garhoud, Dubai",Apartment,25.2476496,55.3524554
Near To Dubai Mall | Contemporary | Well-Connected,1,2,797 sqft,8500,"Farishta Azizi, Al Furjan, Dubai",Apartment,25.0241966,55.139183
Harbour Views I Furnished I All Bills Included,Studio,1,450 sqft,8500,"Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.066708,55.141881
Splendid View I Fabulous 1 Br Apartment I Concorde Tower Jlt !,Studio,1,550 sqft,8500,"Belgravia 3A, Belgravia 3, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0708913,55.2118385
Fully Equipped | Brand New | Modern,Studio,1,441 sqft,8500,"DAMAC Ghalia, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0531125,55.1989628
Contemporary Style Studio Unit | Furnished | Business Bay,Studio,2,318 sqft,8500,"Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
First Choice Of Families Beautiful Studio In Russia Cluster,1,1,676 sqft,8500,"Tower 108, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0532011,55.1975172
Magnificent 1Br In Business Bay,Studio,1,500 sqft,8500,"Al Alka 1, Al Alka, The Greens, Dubai",Apartment,25.0909906,55.1745177
Spacious 1Br Apt | Fountain View | In The Heart Of Downtown,Studio,1,420 sqft,8500,"Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.06767,55.1388359
Spacious 1 Bhk Apartment! Fully Furnished! No Commission,Studio,1,420 sqft,8500,"Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.06767,55.1388359
Damac Towers By Paramount  In Business Bay,Studio,1,380 sqft,8500,"Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Apartment,25.2089375,55.3153125
Fully Furnished 1-Bedroom Apartment | Al Jaddaf,Studio,1,355 sqft,8500,"Edge Creekside Hotel, Riggat Al Buteen, Deira, Dubai",Hotel Apartment,25.2589953,55.32189049999999
Pleasant 3Br Townhouse At Damac Hills 2 Dubailand By Deluxe Holiday Homes,Studio,1,375 sqft,8500,"Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.066708,55.141881
Upbeat 1Br At Pantheon Elysee Jumeirah Village Circle By Deluxe Holiday Homes,Studio,1,458 sqft,8500,"Mesk, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0250231,55.18347619999999
Spacious Studio With Huge Balcony Just 3 Mins From Metro Station,Studio,1,433 sqft,8500,"Pantheon Elysee I, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0514786,55.20782029999999
"Sea View 1 Bedroom In Beach Vista Tower 2, Dubai Marina",Studio,1,325 sqft,8500,"Edge Creekside Hotel, Riggat Al Buteen, Deira, Dubai",Hotel Apartment,25.2589953,55.32189049999999
Burj Khalifa View 1 Bedroom | Easy Access To Dubai Mall,Studio,1,570 sqft,8570,"Chaimaa Avenue 2, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.052046,55.21218400000001
All Utilities Bills Included | 1Br In Damac Hills | Golf Vita,1,1,740 sqft,8592,"Bloom Tower C, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0675496,55.203833
Premium Quality 1Br In Port De La Mer!,1,2,800 sqft,8599,"Bahar 6, Bahar, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0780657,55.1364058
Sublime 2Br With Assistant’S Room At Fairmont The Residence North Palm Jumeirah By Deluxe Holiday Homes,Studio,1,592 sqft,8600,"The Matrix, Dubai Sports City, Dubai",Apartment,25.0395324,55.22069690000001
"Sea View | Upgraded 2-Bedroom | Fairmont 5* Beach, Pool, Gym",Studio,1,442 sqft,8600,"Elite Sports Residence 4, Elite Sports Residence, Dubai Sports City, Dubai",Apartment,25.0439281,55.2171953
Modern Furnished Standard Room Close To Mall Of The Emirates,Studio,1,442 sqft,8600,"Pantheon Elysee I, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0514786,55.20782029999999
Elegant Studio At Al Madar Siraj Tower 1 Al Barsha South By Deluxe Holiday Homes,Studio,1,403 sqft,8660,"Park Tower B, Park Towers, DIFC, Dubai",Apartment,25.2095245,55.2790906
Modern Style 2 Bedroom 17 Icon Bay Creek Harbour,1,1,410 sqft,8660,"Zada Tower, Business Bay, Dubai",Apartment,25.1844747,55.2617373
Superb 2Bhk | Fully Furnished | Free Cleaning | All Bills Inn,Studio,1,290 sqft,8699,"Al Barsha 1, Al Barsha, Dubai",Apartment,25.1103799,55.1954315
"High-Quality Living: Exclusive 1-Bed Fully Furnished, All-Inclusive With Wifi, Dewa, And Chiller",Studio,1,290 sqft,8699,"Al Barsha 1, Al Barsha, Dubai",Apartment,25.1103799,55.1954315
"New Building, Luxurious And Newly Furnished",Studio,1,407 sqft,8700,"Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
"Simply Stunning 1Br In Creek Gate, Creek View",Studio,1,461 sqft,8700,"Safeer Tower 1, Business Bay, Dubai",Apartment,25.1771361,55.2710581
Furnished ! Studio ! Gcv-2 ! Cluster J ! With Balcony,Studio,1,446 sqft,8700,"Samia Azizi, Al Furjan, Dubai",Apartment,25.0251668,55.1458611
Exclusive Offer-Two Bedroom Deluxe-Serviced Hotel Apartment-No Commission-Flexible Payment - All Bills & Taxes Included,1,2,734 sqft,8700,"Bur Dubai, Dubai",Hotel Apartment,25.2145565,55.3032906
Exclusive Offer-Two Bedroom Deluxe-Serviced Hotel Apartment-No Commission-Flexible Payment - All Bills & Taxes Included,1,2,734 sqft,8700,"Bur Dubai, Dubai",Hotel Apartment,25.2145565,55.3032906
Furnished ! Studio ! Gcv-2 ! Cluster J ! With Balcony,Studio,1,446 sqft,8700,"Samia Azizi, Al Furjan, Dubai",Apartment,25.0251668,55.1458611
Exclusive Offer-Two Bedroom Deluxe-Serviced Hotel Apartment-No Commission-Flexible Payment - All Bills & Taxes Included,1,2,734 sqft,8700,"Bur Dubai, Dubai",Hotel Apartment,25.2145565,55.3032906
"A Luxury  Fully Furnished  Studio!Especial Deal !Free Commission !, Downtown Dubai",1,1,729 sqft,8750,"Diamond Views III, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0622902,55.2178078
"Exquisite 3 Bed Luxury Living In Al Hatimi Building, Palm Jumeirah!",1,2,807 sqft,8799,"Elite Sports Residence 5, Elite Sports Residence, Dubai Sports City, Dubai",Apartment,25.0408143,55.2217621
Picturesque Studio At Damac Majestine Business Bay By Deluxe Holiday Homes,Studio,1,528 sqft,8800,"UNA Apartments, Town Square, Dubai",Apartment,25.0037599,55.2859332
New To Market | All Bills Included | Furnished,Studio,1,437 sqft,8800,"Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0363617,55.17696919999999
Cozy Exquisitely Furnished Studio,Studio,1,380 sqft,8800,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
Brand New | Cozy 2Br In Marina Gate 2,Studio,1,380 sqft,8800,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
Picturesque Studio At Damac Majestine Business Bay By Deluxe Holiday Homes,Studio,1,528 sqft,8800,"UNA Apartments, Town Square, Dubai",Apartment,25.0037599,55.2859332
Summer Promo:  Jbr1Bhk Apartment Close To Metro,2,2,"1,209 sqft",8800,"Zenith Tower A2, Zenith Towers, Dubai Sports City, Dubai",Apartment,25.0391345,55.2176352
1 Bedroom Golf Vita A Damac Hills,Studio,1,437 sqft,8800,"Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0363617,55.17696919999999
Livbnb Suites - Elegant 4B+Maid Room Villa In Palm,Studio,1,353 sqft,8800,"UNA Apartments, Town Square, Dubai",Apartment,25.0037599,55.2859332
Cozy 1Bhk | 0% Commission | All Inclusive,Studio,1,340 sqft,8800,"Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0292369,55.2527796
Breakfast Included | Standard Studio | Fully Serviced,Studio,1,449 sqft,8800,"Celestia A, Celestia, Residential District, Dubai South, Dubai",Apartment,25.2048493,55.2707828
Fully Furnished Studio || Luxurious Interior || Brand New,Studio,1,395 sqft,8800,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
Luxfolio Retreats | Beautiful Jlt 1Br Apartment,1,1,630 sqft,8809,"Dubai Jewel Tower, Dubai Internet City, Dubai",Apartment,25.102311,55.171628
Tranquil Studio At The Anwa By Omniyat Dubai Maritime City By Deluxe Holiday Homes,1,2,750 sqft,8809,"Concord Tower, Dubai Media City, Dubai",Apartment,25.0978143,55.1561949
New Unit | Furnished 1Br | Near Metro,1,1,468 sqft,8860,"Zada Tower, Business Bay, Dubai",Apartment,25.1844747,55.2617373
New Unit | Furnished 1Br | Near Metro,1,1,468 sqft,8860,"Zada Tower, Business Bay, Dubai",Apartment,25.1844747,55.2617373
Terrace View | Weekly Cleaning | Bills Included,Studio,1,404 sqft,8870,"Signature Livings, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0660033,55.20677629999999
Breathtaking Sea Views | High Floor | Tranquil 2Br,Studio,1,465 sqft,8870,"Park View Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0544237,55.20305
Good Offer !!! Furnished Apartment Only Aed 2500/- !!!,1,2,803 sqft,8895,"Lincoln Park, Arjan, Dubai",Apartment,25.0609487,55.238195
Good Offer !!! Furnished Apartment Only Aed 2500/- !!!,1,2,803 sqft,8895,"Lincoln Park, Arjan, Dubai",Apartment,25.0609487,55.238195
Stylish One Bedroom In Business Bay | Brand New,1,2,803 sqft,8895,"Lincoln Park, Arjan, Dubai",Apartment,25.0609487,55.238195
Huge Apartment | 2 Balconies | No Commission | Utility Bills Included,Studio,1,577 sqft,8898,"Al Waleed Paradise, JLT Cluster R, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0774902,55.1470113
Price Is All-Inclusive | Perfect Location | Large Terrace,1,2,800 sqft,8899,"Business Bay, Dubai",Apartment,25.1831647,55.272887
Palm & Sea Views I Furnished I Bills Included,1,1,930 sqft,8900,"Arabian, Canal Residence West, Dubai Sports City, Dubai",Apartment,25.0381534,55.2210473
"Arjaan Rotana Hotel Located Heart Of Dubai Media City, King Salman Bin Abdul Aziz Al Saud Street Near Mbc Building, Dubai -5-10 Mints - Metro &Tram",Studio,1,373 sqft,8900,"Damac Maison Prive Tower A, DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
Fully Furnished | All Bills Included | Marina View,Studio,1,406 sqft,8900,"Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0292369,55.2527796
Studio Room With Kitchen !! Fully Furnished !! All Included,Studio,1,500 sqft,8900,"DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
Beach Access | Partial Sea View | Palm Jumeirah,1,1,996 sqft,8960,"Sandoval Garden Block B, Sandoval Garden, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0573931,55.2060997
Brand New 1Br In Impz| Huge Layout|Bills Inlcuded,Studio,1,599 sqft,8970,"Park View Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0544237,55.20305
All Bills Included: 1Bhk Apartment Near Tram,2,2,"1,445 sqft",8998,"Centurion Residences, Dubai Investment Park (DIP), Dubai",Apartment,24.9901896,55.2016982
Creek Horizon,1,2,915 sqft,8999,"Al Barsha 1, Al Barsha, Dubai",Hotel Apartment,25.1103799,55.1954315
Big Studio With Kitchen @6899 Dewa/Wifi/Gym/Pool,Studio,1,425 sqft,8999,"Marina View Tower B, Marina View Tower, Dubai Marina, Dubai",Apartment,25.0792439,55.1427251
Classy Furnished 1Bhk || Spacious Layout || Ready To Move In,1,2,749 sqft,8999,"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
Newly Furnished | Modern Amenities | Best Community,1,2,820 sqft,8999,"Hilliana Tower, Acacia Avenues, Al Sufouh 1, Al Sufouh, Dubai",Apartment,25.111148,55.1772483
Elegant | Spacious | Monthly Stays,1,1,817 sqft,8999,"Siraj Tower, Arjan, Dubai",Apartment,25.0566381,55.2366018
Elegant Interior Design One Br Apt I Access Dubai Mall,1,2,700 sqft,8999,"Elz Residence, Arjan, Dubai",Apartment,25.060128,55.2379982
Luxury Furnished Ii Cozy Studio Ii Full Family Building,2,2,"1,135 sqft",8999,"Plazzo Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0650236,55.2085523
Newly Furnished | Modern Amenities | Best Community,1,2,820 sqft,8999,"Hilliana Tower, Acacia Avenues, Al Sufouh 1, Al Sufouh, Dubai",Apartment,25.111148,55.1772483
Fully Furnished 1 Bedroom | Including Bills | Best Deal,Studio,1,550 sqft,8999,"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0699404,55.1438779
New! Gorgeous 2 Bedroom With Burj View In Downtown,1,2,850 sqft,8999,"Al Barsha 1, Al Barsha, Dubai",Apartment,25.1103799,55.1954315
Contemporary 1-Bedroom Apartment In Damac Hills,Studio,1,404 sqft,8999,"Miraclz Tower by Danube, Arjan, Dubai",Apartment,25.0583148,55.23891339999999
Spacious 1-Bedroom Unit @ Jumeirah Apartment 1,Studio,1,345 sqft,8999,"1 JBR, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
2Br Apt|Paronamic Burj & Fountain View,1,2,731 sqft,8999,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
Summer Promotion | Stylish Apartment | Modern Furnished | Elite,1,2,706 sqft,8999,"Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
Brand New Elegant Studio | Resortz Residence,Studio,1,595 sqft,8999,"Al Multaqa Avenue, Mirdif Hills, Mirdif, Dubai",Apartment,25.2224975,55.44126019999999
Full Sea And Burj Al Arab View | 2 Br + Extra Room,1,1,706 sqft,8999,"Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
Torch Tower Marina Views | No Commission | Free Cleaning,1,1,480 sqft,8999,"UNA Apartments, Town Square, Dubai",Apartment,25.0037599,55.2859332
Creek View | Weekly Cleaning | Bills Included,1,2,750 sqft,8999,"Marina Residence, Dubai Marina, Dubai",Apartment,25.0724878,55.1379366
Canal View I Furnished I All Bills Included,1,2,850 sqft,8999,"Al Barsha 1, Al Barsha, Dubai",Apartment,25.1103799,55.1954315
Contemporary 1-Bedroom Apartment In Damac Hills,Studio,1,404 sqft,8999,"Miraclz Tower by Danube, Arjan, Dubai",Apartment,25.0583148,55.23891339999999
Burj Khalifa View | 3Bd | 2 Balconies | Bills Included,1,1,636 sqft,8999,"Hartland Waves, Sobha Hartland, Dubai",Apartment,25.1754394,55.3091971
Quaint 1Br I Fully Furnished | Daily Offers Available!,Studio,1,500 sqft,8999,"Jumeirah 1, Jumeirah, Dubai",Hotel Apartment,25.2201105,55.25630770000001
Lovely 1 Bedroom In Jbr,1,1,890 sqft,8999,"Euro Residence, Barsha Heights (Tecom), Dubai",Apartment,25.0932607,55.17508729999999
Luxury 2 Br | Zabeel View | Downtown Views 1,Studio,1,350 sqft,8999,"DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
Stunning | Brand New | Monthly Stays,1,1,700 sqft,8999,"Al Barsha 1, Al Barsha, Dubai",Hotel Apartment,25.1103799,55.1954315
Specious Furnished | Modern Community | Nearby Mall,Studio,1,450 sqft,8999,"Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
Peaceful Centrally Located Cozy Home At Dana Tower,1,2,790 sqft,8999,"Farishta Azizi, Al Furjan, Dubai",Apartment,25.0241966,55.139183
Stunning 1Br Apartment With Water View,1,1,671 sqft,8999,"Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
Modern | Bills Included | Monthly Stays,Studio,1,430 sqft,8999,"Waves Tower, Business Bay, Dubai",Apartment,25.1831647,55.272887
1Br | Fully Furnished | 9 Mins Drive To Downtown.,Studio,1,424 sqft,8999,"Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.06767,55.1388359
Sea View / Fully Serviced / Cleaning Included,Studio,1,450 sqft,8999,"Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
Classy Furnished 1Bhk || Spacious || Ready To Move In,1,2,976 sqft,8999,"Mulberry 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0482891,55.2046204
Premium Suite - One Bedroom - Golf Course Views - Free Amenities,1,2,745 sqft,8999,"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
Cozy 1Br With Balcony|No Commission|Bills Included,1,1,280 sqft,8999,"Rove City Centre, Port Saeed, Deira, Dubai",Hotel Apartment,25.255881,55.3325383
"Two Bedroom Apartments Near Internet Metro Including All Bills Dewa, Wifi And Free Parking",1,1,988 sqft,8999,"Jumeirah Village Circle (JVC), Dubai",Apartment,25.0601975,55.2093505
Sophisicated 2 Bedroom In Majan,Studio,1,400 sqft,8999,"Carson Tower A, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0245455,55.2431504
