,Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
6435,"Two Bedroom Ambassador Suite Apartment at MD Hotel by Gewan, 04 star property very close to Mashreq metro station.",2,2,818 sqft,"12,999","MD Hotel, Al Barsha 1, Al Barsha, Dubai",Hotel Apartment,25.1135232,55.19135739999999
6436,Hotel Five Jumeirah View: Magnificent Fully Furnished Studio - All Bills Paid for the Ultimate Convenience!,Studio,1,418 sqft,"3,999","Plaza Residences Block B, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0528242,55.2081646
6437,Luxurious Signature Suite with private bar and living room,1,1,969 sqft,"20,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6438,"New Paramount Midtown 2 B/R Apt, walking to Burj 50",2,2,"1,322 sqft","12,398","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
6439,"Standard Studio Near Viva Supermarket with all bills, wifi, cleaning and parking",Studio,1,538 sqft,"4,998","Avenue Residence 1, Avenue Residence, Al Furjan, Dubai",Apartment,25.0339861,55.1466234
6440,SUPER DEAL| SUPER SPACIOUS!!! NEWLY FURNISHED 1BHK,1,2,950 sqft,"5,500","Masaar Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0553194,55.1984526
6441,Junior Suite with Balcony | AED 8000 No commission | All bills included.,Studio,1,451 sqft,"8,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6442,ELEGANT HOTEL ROOM WITHOUT KITCHEN ! FULLY FURNISHED ! ALL BILLS INC !!,Studio,1,490 sqft,"3,699","Al Barsha 1, Al Barsha, Dubai",Hotel Apartment,25.1103799,55.1954315
6443,"Luxury 1 B/R Apt Address JBR, Private Beach",1,2,855 sqft,"14,000","The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
6444,Swissotel 2 Bedroom | Creek View | Best Price,2,2,"1,598 sqft","16,500","Swissotel Living Al Ghurair, Al Muraqqabat, Deira, Dubai",Hotel Apartment,25.2689268,55.31669369999999
6445,Modern Studio for only AED 9000 per month | All bills included | No commission,Studio,1,333 sqft,"9,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6446,Superb Deluxe Room With Balcony | Free Cleaning | Close to Metro,Studio,1,300 sqft,"3,299","Al Rigga, Deira, Dubai",Apartment,25.2675792,55.3129667
6447,Spacious & Modern • Near Metro • No Commission • Prime Location,Studio,1,234 sqft,"4,999","Al Muraqqabat, Deira, Dubai",Hotel Apartment,25.2653598,55.3240264
6448,Spacious Studio // Modern & Furnished // Business Bay,Studio,1,431 sqft,"5,999","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
6449,JVC Emirates Garden 1 Rose 1 Brand New  Furnished Studio with parking | Rent Monthly 3600/-,Studio,1,485 sqft,"3,600","Rose 1, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0518463,55.21530509999999
6450,Long Stay in Dubai? Book only at Savoy.,Studio,1,457 sqft,"3,999","Al Mankhool, Bur Dubai, Dubai",Apartment,25.2459667,55.29499759999999
6451,Luxurious | Near to Dubai Mall | Spacious | Free wifi,1,1,918 sqft,"9,000","RP Heights, Downtown Dubai, Dubai",Apartment,25.1948087,55.2844946
6452,Lovely 2 bedroom - Sobha Creek Vistas,2,2,794 sqft,"10,499","Sobha Hartland, Dubai",Apartment,25.1769069,55.3107258
6453,LUXURY STUDIO WITH BALCONY FULLY FURNISHED || DISCOVERY GARDEN || READY TO MOVE,Studio,1,550 sqft,"4,500","Building 13, Zen Cluster, Discovery Gardens, Dubai",Apartment,25.0390117,55.1444815
6454,Lavish 2 B1 Bedroom I No Commission l All Bills In l Free Cleaning,2,3,"1,244 sqft","11,999","Building 4, Dubai Design District, Dubai",Apartment,25.1884802,55.2971161
6455,NEW 3BR APARTMENT IN AL GARHOUD / NEAR TO INT AIRPORT AND METRO,3,4,"1,991 sqft","12,000","Airport Road Area, Al Garhoud, Dubai",Apartment,25.2476496,55.3524554
6456,2BHK luxury style | All Bills Included | 0% Commission,2,2,"1,343 sqft","10,000","Dubai Marina, Dubai",Apartment,25.0805422,55.1403426
6457,STUDIO ROOM WITH KITCHEN !! FULLY FURNISHED !! ALL INCLUDED,Studio,1,300 sqft,"4,199","Bur Dubai, Dubai",Apartment,25.2145565,55.3032906
6458,Three Bedroom Apartment | All Bills In | 5 Minutes to Metro,3,4,"1,900 sqft","11,499","Dubai Investment Park (DIP), Dubai",Apartment,24.9789814,55.1762197
6459,Affordable Studio Never Before l All Bills In I Free Housekeeping,Studio,1,400 sqft,"6,999","The Tower, Sheikh Zayed Road, Dubai",Apartment,25.2167532,55.2800696
6460,| BEST PRICE | FULLY FURNISHED TWO BEDROOM IN JVC,2,2,990 sqft,"6,999","Burj Sabah, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0533358,55.2201904
6461,1 Bedroom APT | Higher Floor | Lake View,1,2,809 sqft,"7,000","Icon Tower 2, JLT Cluster L, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0654482,55.1402132
6462,Brand New |Compact |Deluxe Studio,Studio,1,407 sqft,"5,500","Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
6463,One Bedroom Apartment On Sheikh Zayed Road Near Internet metro,1,2,657 sqft,"8,499","Dubai Jewel Tower, Dubai Internet City, Dubai",Apartment,25.102311,55.171628
6464,1BD in Fairmont Residence ! Access to hotel Facilities !,1,1,"1,350 sqft","11,999","The Fairmont Palm Residence South, The Fairmont Palm Residences, Palm Jumeirah, Dubai",Apartment,25.1099215,55.1408733
6465,"Two Bedroom Apartment in jaddaf with all bills, wifi, cleaning and parking",2,3,910 sqft,"16,198","Al Khayyal Building 140, Al Jaddaf, Dubai",Apartment,25.2159902,55.32666990000001
6466,Spacious 2BK(FREE Utility Bills +Housekeeping)*Standard,2,2,"1,350 sqft","6,500","CARE Holiday Homes Apartments, Barsha Heights (Tecom), Dubai",Apartment,25.0929124,55.176849
6467,"A Hotel located heart of Dubai Media city, King Salman Bin Abdul Aziz Al Saud Street Near MBC Building, Dubai and 5-10 Mints distance Metro &Tram",1,1,325 sqft,"7,299","Arjaan Hotel and Arjaan Office Tower, Dubai Media City, Dubai",Hotel Apartment,25.0954003,55.1546153
6468,A Brand New Furnished Studio at Luma21 in JVC,Studio,1,450 sqft,"4,000","Luma21, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0507584,55.2052472
6469,SUMMER PROMOTION || FURNISHED STUDIO CLOSE TO METRO AND BATTUTA MALL,Studio,1,550 sqft,"5,000","Building 5, Zen Cluster, Discovery Gardens, Dubai",Apartment,25.0422225,55.1410445
6470,Affordable 1 Bed at Manchester Tower  in Dubai Marina,1,1,720 sqft,"6,000","Manchester Tower, Dubai Marina, Dubai",Apartment,25.0681802,55.1323932
6471,Spacious and Elegant || Lavish Studio || Modern Design ||,Studio,1,550 sqft,"4,790","Burj Al Nujoom, Downtown Dubai, Dubai",Apartment,25.1910236,55.2822663
6472,"SUPERIOR LAKE VIEW ROOM, FULLY SERVICED",Studio,1,377 sqft,"7,948","Laguna Movenpick Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Hotel Apartment,25.065721,55.1381376
6473,3 Bedroom Penthouse Duplex with Terrace,3,4,"3,200 sqft","35,000","Central Park Residence Tower, Central Park Towers, DIFC, Dubai",Apartment,25.2067366,55.275316
6474,2 BEDROOM ! FULLY FURNISHED ! ALL BILLS INC !!,2,3,999 sqft,"7,999","Abu Hail, Deira, Dubai",Hotel Apartment,25.2858687,55.3281742
6475,SUMMER OFFER!! HOTEL ROOM WITHOUT KITCHEN !! FREE BILLS,Studio,1,290 sqft,"3,299","Bur Dubai, Dubai",Apartment,25.2145565,55.3032906
6476,Pristine Studio at Bayz by Danube Business Bay by Deluxe Holiday Homes,Studio,1,468 sqft,"6,200","Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
6477,Luke Stays - Shamal waves JVC,Studio,1,680 sqft,"6,000","Shamal Waves, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0508608,55.1985538
6478,Modern Fully Furnished One Bedroom Apartment with Kitchen Facility close to Mall of the Emirates,1,1,603 sqft,"7,000","Holiday Inn & Suites Dubai Science Park, Dubai Science Park, Dubai",Apartment,25.07576,55.248756
6479,Fully furnished luxurious 1 bedroom apartment in Lamtara2,1,1,763 sqft,"40,000","Lamtara Building 2, Lamtara, Madinat Jumeirah Living, Umm Suqeim, Dubai",Apartment,25.1330986,55.183466
6480,New Brand Apartment | Perfect View | Fully Furnished,1,2,987 sqft,"9,000","Park Gate Residence, Al Kifaf, Bur Dubai, Dubai",Apartment,25.233542,55.2953925
6481,Deluxe Studio with kitchen | AED 9000 month | All bills included | No commissions.,Studio,1,333 sqft,"9,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6482,Modern Design Elegant Apartment || Fully Furnished Studio || Breathtaking Amenities || Near Miracle Garden,Studio,1,480 sqft,"3,490","Lincoln Park Sheffield, Lincoln Park, Arjan, Dubai",Apartment,25.062088,55.24021440000001
6483,Book now pay on arrival. All bills included.  Fully furnished Hotel apartment with private terrace & kitchenette.,1,2,861 sqft,"13,000","Radisson RED Hotel, Dubai Silicon Oasis, Dubai",Hotel Apartment,25.119046,55.3798581
6484,1 BHK/720 Sqft/ FULLY FURNISHED/4 BURNER LPG STOVE TOP/DAILY HOUSEKEEPING/MODERN/NEW (2022)/SMART TV/FREE PARKING/FREE WI-FI/BALCONY/LIVING/2 TOILETS,1,2,750 sqft,"7,599","Al Mankhool, Bur Dubai, Dubai",Hotel Apartment,25.2459667,55.29499759999999
6485,LUXFolio Retreats | 5 Star Facilities | The Palm Tower,1,1,494 sqft,"16,999","The Palm Tower, Palm Jumeirah, Dubai",Apartment,25.1137853,55.1399566
6486,Modern Apartment | Superb Location | No Commission,Studio,1,829 sqft,"5,999","Elite Sports Residence 5, Elite Sports Residence, Dubai Sports City, Dubai",Apartment,25.0408143,55.2217621
6487,Fully Furnished Luxurious 2 Bedroom at Damac by Paramount,2,3,"1,515 sqft","13,490","DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
6488,HOT OFFER ll ELEGANT  STUDIO ll FULLY FURNISHED,Studio,1,408 sqft,"4,199","Joya Blanca Residences, Arjan, Dubai",Apartment,25.0644521,55.23096529999999
6489,Brand New | Fully Furnished | All Bills Included,2,2,940 sqft,"9,500","Zahra Breeze Apartments 3B, Zahra Breeze Apartments, Town Square, Dubai",Apartment,25.0057669,55.2952692
6490,Ready to Move In | Palm Jumeirah View | Luxury,2,2,"1,316 sqft","16,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0820815,55.139909
6491,SUPER DEAL | LUXURIOUS STUDIO | HIGH QUALITY | FULLY FURNISHED | ALL BILLS PAID,Studio,1,450 sqft,"3,800","Burj Sabah, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0533358,55.2201904
6492,AFFORDABLE FULLY FURNISHED I 1 BHK I DIRECT FROM OWNER,1,2,760 sqft,"6,440","Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Apartment,25.052724,55.2010914
6493,LUXFolio Retreats | Beautiful JLT 1BR Apartment,1,1,799 sqft,"7,999","Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.066708,55.141881
6494,LUXFolio Retreats | Full Marina View | Brand New,1,1,742 sqft,"11,999","5242 Towers, Dubai Marina, Dubai",Apartment,25.0866657,55.150092
6495,FULLY FURNISHED || 2 BED ROOM || LUXURY APARTMENT,2,2,"1,281 sqft","14,000","Gemini Splendor, Mohammed Bin Rashid City, Dubai",Apartment,25.1663758,55.2766574
6496,Lavish Studio // Fully Furnished // No Commission,Studio,1,500 sqft,"6,999","Elite Business Bay Residence, Business Bay, Dubai",Apartment,25.1799797,55.2659768
6497,Affordable 1BHK Apartment | FREE shuttle to beach/malls | With Balcony,1,1,645 sqft,"6,499","Sheikh Zayed Road, Dubai",Hotel Apartment,25.0699544,55.1370806
6498,LAVISH STUDIO | SPACIOUS | FULLY FURNISHED | ALL BILLS PAID,Studio,1,450 sqft,"3,999","Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0363617,55.17696919999999
6499,Lavish and Elegant || Brand New Fully Furnish Apartment In Prime Location ||,Studio,1,670 sqft,"3,490","Shakespeare Circus 1, Shakespeare Circus, Uptown Motor City, Motor City, Dubai",Apartment,25.0453158,55.24965959999999
6500,Best Offer| 1BHK All Bills Included,1,2,935 sqft,"5,999","Global Golf Residence 2, Global Golf Residence, Dubai Sports City, Dubai",Apartment,25.0399139,55.2181961
6501,Spacious 2BK(FREE Utility Bills +Housekeeping)*Premium*,2,2,"1,350 sqft","7,500","CARE Holiday Homes Apartments, Barsha Heights (Tecom), Dubai",Apartment,25.0929124,55.176849
6502,No Commission Modern-style Brand New 3BR + Maids room,3,5,"1,832 sqft","35,000","Bluewaters Residences, Bluewaters Island, Dubai",Apartment,25.0792222,55.11966839999999
6503,Chic Studio Apartment in Vincitore Boulevard|Arjan,Studio,1,477 sqft,"5,000","Vincitore Boulevard, Arjan, Dubai",Apartment,25.0594308,55.2422468
6504,IDEAL LOCATION FURNISHED STUDIO AVAILABLE IN INTERNATIONAL CITY,Studio,1,450 sqft,"2,399","S-02, Spain Cluster, International City, Dubai",Apartment,25.1648264,55.4031306
6505,LUXFolio Retreats | Full Sea & Palm View,2,2,"1,164 sqft","14,999","Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
6506,"Four Bedroom Apartment Near Mashreq Metro Station with all bills, wifi, cleaning and parking",4,4,"2,680 sqft","19,998","Desert Charm Building, Al Barsha 1, Al Barsha, Dubai",Apartment,25.1127694,55.1896053
6507,STUDIO WITH KITCHEN FULLY FURNISH,Studio,1,450 sqft,"3,999","Dubai Production City (IMPZ), Dubai",Hotel Apartment,25.0317773,55.19002270000001
6508,Golf View | Cozy Apartment with Modern Amenities,Studio,1,339 sqft,"3,999","Carson Tower B, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0245455,55.2431504
6509,Stunning Studio at JVC at affordable price,Studio,1,420 sqft,"4,100","Joya Verde Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0660797,55.21226859999999
6510,Ultra-Modern Studio | Near to Mall | Facing Lake,Studio,1,499 sqft,"5,500","The Crescent Tower A, The Crescent Towers, Dubai Production City (IMPZ), Dubai",Apartment,25.0329477,55.20271109999999
6511,Fully Furnished Studio Apartment in England Cluster,Studio,1,500 sqft,"2,500","England Cluster, International City, Dubai",Apartment,25.1736832,55.4049437
6512,Maison Privee - Deluxe Apt w/ Direct Views of Dubai Future Museum,3,2,"1,570 sqft","15,750","Millennium Tower, Sheikh Zayed Road, Dubai",Apartment,25.1945624,55.2662376
6513,Monthly Rent 7490 II Fully furnish 2BHK with balcony II Opposite Circle Mall. . .,2,3,"1,500 sqft","7,490","Crystal Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0668071,55.2149738
6514,HOT OFFER ll ELEGANT  STUDIO ll FULLY FURNISHED,Studio,1,498 sqft,"6,699","Studio One Tower, Dubai Marina, Dubai",Apartment,25.0691036,55.1289728
6515,Luxury Studio Unit with Sea View @ Dubai Marina,Studio,1,420 sqft,"6,999","Safeer Tower, Dubai Marina, Dubai",Apartment,25.0783206,55.1418324
6516,2 bed jbr bahar fully furnished  all bills are  included,2,2,"1,100 sqft","9,999","Bahar 4, Bahar, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0780657,55.1364058
6517,Superb 1BHK | Fully Furnished | Free Cleaning | Close To Metro,1,1,750 sqft,"6,999","Al Muraqqabat, Deira, Dubai",Apartment,25.2653598,55.3240264
6518,"Two Bedroom Apartment In Al Qusais By Luxury Bookings with free wifi, free DEWA, parking and cleaning",2,3,"1,205 sqft","8,198","Al Qusais Industrial 5, Al Qusais Industrial Area, Al Qusais, Dubai",Apartment,25.2871169,55.4153232
6519,Cozy studio Address Downtown,Studio,1,578 sqft,"12,000","The Address Downtown Hotel (Lake Hotel), Downtown Dubai, Dubai",Apartment,25.1936328,55.27907099999999
6520,"1 bedroom, separate living room | AED 10000 | hotel lifestyle",1,2,753 sqft,"10,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6521,Monthly Rent 3490 II Fully furnished with balcony II Ready to move,Studio,1,530 sqft,"3,490","Lincoln Park B, Lincoln Park, Arjan, Dubai",Apartment,25.0609487,55.238195
6522,Waterside living 3 Bedroom with stylish walkways,3,5,"2,303 sqft","18,000","Trident Marinascape Oceanic Tower, Trident Marinascape, Dubai Marina, Dubai",Apartment,25.0825186,55.1467752
6523,LUXFolio Retreats | 3BHK Full Marina View,3,3,"1,520 sqft","15,999","Bay Central, Dubai Marina, Dubai",Apartment,25.0786645,55.1375328
6524,1 BR Apartment in Business Bay @6999 Fully Furnished with all Bills,1,1,800 sqft,"6,999","Merano Tower, Business Bay, Dubai",Apartment,25.1848281,55.2603221
6525,SUMMER PROMOTION | LUXURY STUDIO APARTMENT WITH KITCHEN l All Bills Included,Studio,1,315 sqft,"7,499","The Pointe, Palm Jumeirah, Dubai",Apartment,25.126808,55.1218786
6526,LUXFolio Retreats | Cosy Marina Apartment,1,1,679 sqft,"8,499","Dream Towers, Dubai Marina, Dubai",Apartment,25.0703075,55.1360611
6527,LUXFolio Retreats | Beautiful Full Sea & Palm View,2,2,"1,395 sqft","13,999","Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0975186,55.1399927
6528,No bills | Attached Balcony | Signature Category,2,3,"2,350 sqft","23,500","InterContinental Residence Suites, Marsa Plaza, Dubai Festival City, Dubai",Hotel Apartment,25.2314982,55.3469559
6529,Summer Promo | Spacious Family Studio | Free Cleaning | All Bills Inn,Studio,1,450 sqft,"4,999","Al Rigga, Deira, Dubai",Hotel Apartment,25.2675792,55.3129667
6530,New Brand Apartment | Perfect View | Fully Furnished,1,2,987 sqft,"9,000","Park Gate Residence, Al Kifaf, Bur Dubai, Dubai",Apartment,25.233542,55.2953925
6531,Deluxe Studio with kitchen | AED 9000 month | All bills included | No commissions.,Studio,1,333 sqft,"9,000","Occidental Al Jaddaf, Al Jaddaf, Dubai",Hotel Apartment,25.217841,55.321816
6532,Modern Design Elegant Apartment || Fully Furnished Studio || Breathtaking Amenities || Near Miracle Garden,Studio,1,480 sqft,"3,490","Lincoln Park Sheffield, Lincoln Park, Arjan, Dubai",Apartment,25.062088,55.24021440000001
6533,Book now pay on arrival. All bills included.  Fully furnished Hotel apartment with private terrace & kitchenette.,1,2,861 sqft,"13,000","Radisson RED Hotel, Dubai Silicon Oasis, Dubai",Hotel Apartment,25.119046,55.3798581
6534,1 BHK/720 Sqft/ FULLY FURNISHED/4 BURNER LPG STOVE TOP/DAILY HOUSEKEEPING/MODERN/NEW (2022)/SMART TV/FREE PARKING/FREE WI-FI/BALCONY/LIVING/2 TOILETS,1,2,750 sqft,"7,599","Al Mankhool, Bur Dubai, Dubai",Hotel Apartment,25.2459667,55.29499759999999
6535,Modern Apartment | Superb Location | No Commission,Studio,1,829 sqft,"5,999","Elite Sports Residence 5, Elite Sports Residence, Dubai Sports City, Dubai",Apartment,25.0408143,55.2217621
6536,HOT OFFER ll ELEGANT  STUDIO ll FULLY FURNISHED,Studio,1,408 sqft,"4,199","Joya Blanca Residences, Arjan, Dubai",Apartment,25.0644521,55.23096529999999
6537,Brand New | Fully Furnished | All Bills Included,2,2,940 sqft,"9,500","Zahra Breeze Apartments 3B, Zahra Breeze Apartments, Town Square, Dubai",Apartment,25.0057669,55.2952692
6538,Ready to Move In | Palm Jumeirah View | Luxury,2,2,"1,316 sqft","16,000","Murjan 1, Murjan, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0820815,55.139909
6539,AFFORDABLE FULLY FURNISHED I 1 BHK I DIRECT FROM OWNER,1,2,760 sqft,"6,440","Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Apartment,25.052724,55.2010914
6540,LUXFolio Retreats | Beautiful JLT 1BR Apartment,1,1,799 sqft,"7,999","Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.066708,55.141881
6541,FULLY FURNISHED || 2 BED ROOM || LUXURY APARTMENT,2,2,"1,281 sqft","14,000","Gemini Splendor, Mohammed Bin Rashid City, Dubai",Apartment,25.1663758,55.2766574
6542,Lavish Studio // Fully Furnished // No Commission,Studio,1,500 sqft,"6,999","Elite Business Bay Residence, Business Bay, Dubai",Apartment,25.1799797,55.2659768
6543,Affordable 1BHK Apartment | FREE shuttle to beach/malls | With Balcony,1,1,645 sqft,"6,499","Sheikh Zayed Road, Dubai",Hotel Apartment,25.0699544,55.1370806
6544,LAVISH STUDIO | SPACIOUS | FULLY FURNISHED | ALL BILLS PAID,Studio,1,450 sqft,"3,999","Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0363617,55.17696919999999
6545,Lavish and Elegant || Brand New Fully Furnish Apartment In Prime Location ||,Studio,1,670 sqft,"3,490","Shakespeare Circus 1, Shakespeare Circus, Uptown Motor City, Motor City, Dubai",Apartment,25.0453158,55.24965959999999
